Rule,Support,StandardConfidence,PCAConfidence,HeadCoverage,BodySize,PCABodySize,variable,rule_length,filtered,InSample,rule_type,left_concat_count,right_concat_count,explanation1_s,explanation2_y,perplexity1_s,perplexity2_y,id,instance
?a /location/statistical_region/religions./location/religion_percentage/religion Baptists => ?a /location/administrative_division/first_level_division_of United States of America,0.241134752,0.829268293,1,34,41,34,?a,7,1,0,19,1,0,"The explanation for this rule is:  
If a statistical region has a high percentage of Baptists as its religious denomination, then this region is a first-level administrative division of the United States of America.","The explanation for this rule is: If a statistical region indicates a certain percentage of Baptists as its religion, then that statistical region is the first-level division of the United States of America.",44.52299118,46.37572861,502,Texas /location/statistical_region/religions./location/religion_percentage/religion Baptists => Texas /location/administrative_division/first_level_division_of United States of America
?a /location/statistical_region/religions./location/religion_percentage/religion Evangelicalism => ?a /location/administrative_division/first_level_division_of United States of America,0.078014184,0.916666667,1,11,12,11,?a,7,1,0,19,1,0,"The explanation for this rule is: If a statistical region has a certain percentage of Evangelicalism as a religion, then it is a first-level administrative division of the United States of America.","The explanation for this rule is: When in a statistical region ""a"" the percentage of population practicing Evangelicalism is known, then the location ""a"" is a first-level administrative division of the United States of America.",38.1583519,56.54051208,503,Florida /location/statistical_region/religions./location/religion_percentage/religion Evangelicalism => Florida /location/administrative_division/first_level_division_of United States of America
?a /location/statistical_region/religions./location/religion_percentage/religion Seventh-day Adventist Church => ?a /location/administrative_division/first_level_division_of United States of America,0.085106383,0.857142857,1,12,14,12,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity is a statistical region with a known percentage of followers of the Seventh-day Adventist Church, then that entity is a first-level administrative division of the United States of America.","The explanation for this rule is: If a statistical region has a specific percentage of its population affiliated with the Seventh-day Adventist Church in terms of religion, then this statistical region is a first-level administrative division of the United States of America.",31.64271927,25.04154587,504,Alabama /location/statistical_region/religions./location/religion_percentage/religion Seventh-day Adventist Church => Alabama /location/administrative_division/first_level_division_of United States of America
?a /location/statistical_region/religions./location/religion_percentage/religion United Church of Christ => ?a /location/administrative_division/first_level_division_of United States of America,0.134751773,0.904761905,1,19,21,19,?a,7,1,0,19,1,0,"The explanation for this rule is: If a statistical region has a religion percentage entry for the United Church of Christ, then it is an administrative division at the first level of the United States of America.","The explanation for this rule is: When a statistical region has a certain percentage of population practicing the United Church of Christ religion, then this region is a first-level administrative division of the United States of America.",47.39825439,45.61368561,505,Alabama /location/statistical_region/religions./location/religion_percentage/religion United Church of Christ => Alabama /location/administrative_division/first_level_division_of United States of America
?a /location/statistical_region/religions./location/religion_percentage/religion Presbyterianism => ?a /location/administrative_division/first_level_division_of United States of America,0.241134752,0.85,1,34,40,34,?a,7,1,0,19,1,0,"The explanation for this rule is: If a statistical region has a religion percentage entry for Presbyterianism, then it is an administrative division at the first level of the United States of America.","The explanation for this rule is: When a statistical region has a certain percentage of Presbyterianism as a religion, then this location is a first-level administrative division of the United States of America.",65.07732391,51.93511963,506,Texas /location/statistical_region/religions./location/religion_percentage/religion Presbyterianism => Texas /location/administrative_division/first_level_division_of United States of America
?a /location/statistical_region/religions./location/religion_percentage/religion Pentecostalism => ?a /location/administrative_division/first_level_division_of United States of America,0.219858156,0.794871795,1,31,39,31,?a,7,1,0,19,1,0,"The explanation for this rule is: ""If a statistical region has a religion where Pentecostalism is practiced with a certain percentage, then that statistical region is part of the first-level administrative division of the United States of America.""","The explanation for this rule is: When a statistical region has a certain percentage of Pentecostalism as a religion, then it is a first-level administrative division of the United States of America.",31.51296806,35.6044693,507,Texas /location/statistical_region/religions./location/religion_percentage/religion Pentecostalism => Texas /location/administrative_division/first_level_division_of United States of America
?a /location/statistical_region/religions./location/religion_percentage/religion Nondenominational Christianity => ?a /location/administrative_division/first_level_division_of United States of America,0.177304965,0.862068966,1,25,29,25,?a,7,1,0,19,1,0,"The explanation for this rule is: 

If a statistical region has information about the percentage of Nondenominational Christianity followers, then this region is a first-level administrative division of the United States of America.","The explanation for this rule is: When a statistical region has a certain percentage of Nondenominational Christianity, then that statistical region is a first-level division of the United States of America.",48.20056534,37.08638763,508,Texas /location/statistical_region/religions./location/religion_percentage/religion Nondenominational Christianity => Texas /location/administrative_division/first_level_division_of United States of America
?a /location/statistical_region/religions./location/religion_percentage/religion Churches of Christ => ?a /location/administrative_division/first_level_division_of United States of America,0.163120567,0.851851852,1,23,27,23,?a,7,1,0,19,1,0,"The explanation for this rule is: If a statistical region has information about the percentage of Churches of Christ adherents, then that statistical region is a first-level administrative division of the United States of America.","The explanation for this rule is: If a statistical region has data on the percentage of Churches of Christ, then that statistical region is a first-level administrative division of the United States of America.",42.05815125,39.09685898,509,Texas /location/statistical_region/religions./location/religion_percentage/religion Churches of Christ => Texas /location/administrative_division/first_level_division_of United States of America
?a /location/location/adjoin_s./location/adjoining_relationship/adjoins New York => ?a /location/location/partially_contains Appalachian Mountains,0.045112782,0.857142857,1,6,7,6,?a,7,1,1,19,1,0,"The explanation for this rule is: If a location adjoins New York with the adjoin_s relationship, then it partially contains the Appalachian Mountains.","The explanation for this rule is: When a location that adjoins New York has an adjoining relationship of adjoins, then that location partially contains the Appalachian Mountains.",133.3425598,83.34716797,510,New Jersey /location/location/adjoin_s./location/adjoining_relationship/adjoins New York => New Jersey /location/location/partially_contains Appalachian Mountains
?a /location/statistical_region/religions./location/religion_percentage/religion Lutheranism => ?a /location/administrative_division/country United States of America,0.075129534,0.805555556,1,29,36,29,?a,7,1,0,19,1,0,"The explanation for this rule is: If a statistical region has Lutheranism as a religion with a certain percentage, then this statistical region is located within the United States of America at the administrative division level.","The explanation for this rule is: If a statistical region has a certain percentage of the population practicing Lutheranism in terms of religion, then that statistical region is located in the administrative division country United States of America.",52.01568222,44.8214035,511,Texas /location/statistical_region/religions./location/religion_percentage/religion Lutheranism => Texas /location/administrative_division/country United States of America
