Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable,Instances,Rules_with_labels,Instances_with_labels,Variable_types
?b  1421  ?f  ?a  342  ?f   => ?a  341  ?b,0.888030438,1.0,1.0,22873,22873,22873,?a,333820 1421 11981376 11623825 342 22235168 => 16792669 341 107215,?b /biology/chromosome/locus ?f ?a /biology/gene/locus ?f => ?a /biology/gene/chromosome ?b,Escherichia coli str. K-12 substr. MG1655 /biology/chromosome/locus b2995 11623825 /biology/gene/locus 22235168 => zinc finger protein 790 /biology/gene/chromosome Chromosome 19 (human),"{'?b': ""['/biology/chromosome']"", '?f': ""['/biology/genomic_locus']"", '?a': ""['/biology/gene']""}"
?b  152  ?f  ?a  254  ?f   => ?a  254  ?b,0.676072206,1.0,1.0,392466,392466,392466,?a,29709800 152 29709800 5407406 254 111755 => 5407406 254 111755,?b /location/hud_county_place/place ?f ?a /book/book_edition/place_of_publication ?f => ?a /book/book_edition/place_of_publication ?b,Radnor Township /location/hud_county_place/place Radnor Township The armies of labor : a chronicle of the organized wage earners /book/book_edition/place_of_publication New Haven => The armies of labor : a chronicle of the organized wage earners /book/book_edition/place_of_publication New Haven,"{'?b': ""['/periodicals/newspaper_circulation_area', '/book/book_subject', '/location/hud_county_place', '/location/capital_of_administrative_division', '/location/location', '/symbols/name_source', '/location/place_with_neighborhoods', '/film/film_location', '/location/statistical_region', '/location/hud_foreclosure_area', '/location/dated_location', '/sports/sports_team_location', '/travel/travel_destination', '/location/citytown', '/government/governmental_jurisdiction']"", '?f': ""['/periodicals/newspaper_circulation_area', '/book/book_subject', '/location/hud_county_place', '/location/capital_of_administrative_division', '/location/location', '/symbols/name_source', '/location/place_with_neighborhoods', '/film/film_location', '/location/statistical_region', '/location/hud_foreclosure_area', '/location/dated_location', '/sports/sports_team_location', '/travel/travel_destination', '/location/citytown', '/government/governmental_jurisdiction']"", '?a': ""['/media_common/cataloged_instance', '/book/book_edition']""}"
?b  435  ?a  ?b  437  ?a   => ?a  438  ?b,1.0,1.0,1.0,862,862,862,?a,4021779 435 114679 33322460 437 6551290 => 10016447 438 17719380,?b /biology/genomic_locus/band ?a ?b /biology/genomic_locus/annotation ?a => ?a /biology/cytogenetic_band/locus ?b,19 + [40811819\40820426] /biology/genomic_locus/band Human Cytogenetic Band 19q13.12 33322460 /biology/genomic_locus/annotation 6551290 => Human Cytogenetic Band 6q23.1 /biology/cytogenetic_band/locus Locus for Human Cytogenetic Band 6q23.1,"{'?b': ""['/biology/genomic_locus']"", '?a': ""['/biology/cytogenetic_band']""}"
?b  650  ?a   => ?a  1079  ?b,1.0,1.0,1.0,146,146,146,?b,34644360 650 34644361 => 33545163 1079 33545170,?b /meteorology/tropical_cyclone/strongest_storm_of ?a => ?a /meteorology/tropical_cyclone_season/strongest_storm ?b,Typhoon Megi /meteorology/tropical_cyclone/strongest_storm_of 2010 Pacific typhoon season => 2010 Atlantic hurricane season /meteorology/tropical_cyclone_season/strongest_storm Hurricane Igor,"{'?b': ""['/meteorology/tropical_cyclone']"", '?a': ""['/meteorology/tropical_cyclone_season']""}"
?e  1080  ?b  ?e  152  ?a   => ?a  1080  ?b,0.580882353,1.0,1.0,158,158,158,?b,1105157 1080 12315422 1105157 152 1105157 => 1105157 1080 12315422,?e /tv/tv_location/tv_episodes_filmed_here ?b ?e /location/hud_county_place/place ?a => ?a /tv/tv_location/tv_episodes_filmed_here ?b,Quincy /tv/tv_location/tv_episodes_filmed_here Bishop E.L. Warren and Lady Ella - Women's Conference Quincy /location/hud_county_place/place Quincy => Quincy /tv/tv_location/tv_episodes_filmed_here Bishop E.L. Warren and Lady Ella - Women's Conference,"{'?e': ""['/location/dated_location', '/tv/tv_location', '/location/statistical_region', '/tv/tv_subject', '/location/citytown', '/location/hud_county_place', '/periodicals/newspaper_circulation_area', '/location/capital_of_administrative_division', '/location/location', '/location/hud_foreclosure_area']"", '?b': ""['/tv/tv_series_episode']"", '?a': ""['/location/dated_location', '/tv/tv_location', '/location/statistical_region', '/tv/tv_subject', '/location/citytown', '/location/hud_county_place', '/periodicals/newspaper_circulation_area', '/location/capital_of_administrative_division', '/location/location', '/location/hud_foreclosure_area']""}"
?e  152  ?b  ?a  180  ?e   => ?a  180  ?b,0.704510683,1.0,1.0,13354,13354,13354,?a,29709800 152 29709800 11477132 180 329850 => 11477132 180 329850,?e /location/hud_county_place/place ?b ?a /broadcast/broadcast/area_served ?e => ?a /broadcast/broadcast/area_served ?b,Radnor Township /location/hud_county_place/place Radnor Township KBQB /broadcast/broadcast/area_served Chico => KBQB /broadcast/broadcast/area_served Chico,"{'?e': ""['/periodicals/newspaper_circulation_area', '/location/dated_location', '/travel/travel_destination', '/location/hud_county_place', '/location/location', '/location/citytown', '/government/governmental_jurisdiction', '/location/statistical_region', '/location/hud_foreclosure_area']"", '?b': ""['/periodicals/newspaper_circulation_area', '/location/dated_location', '/travel/travel_destination', '/location/hud_county_place', '/location/location', '/location/citytown', '/government/governmental_jurisdiction', '/location/statistical_region', '/location/hud_foreclosure_area']"", '?a': ""['/broadcast/broadcast', '/broadcast/radio_station']""}"
?e  152  ?b  ?a  254  ?e   => ?a  254  ?b,0.676072206,1.0,1.0,392466,392466,392466,?a,29709800 152 29709800 5407406 254 111755 => 5407406 254 111755,?e /location/hud_county_place/place ?b ?a /book/book_edition/place_of_publication ?e => ?a /book/book_edition/place_of_publication ?b,Radnor Township /location/hud_county_place/place Radnor Township The armies of labor : a chronicle of the organized wage earners /book/book_edition/place_of_publication New Haven => The armies of labor : a chronicle of the organized wage earners /book/book_edition/place_of_publication New Haven,"{'?e': ""['/periodicals/newspaper_circulation_area', '/book/book_subject', '/location/hud_county_place', '/location/capital_of_administrative_division', '/location/location', '/symbols/name_source', '/location/place_with_neighborhoods', '/film/film_location', '/location/statistical_region', '/location/hud_foreclosure_area', '/location/dated_location', '/sports/sports_team_location', '/travel/travel_destination', '/location/citytown', '/government/governmental_jurisdiction']"", '?b': ""['/periodicals/newspaper_circulation_area', '/book/book_subject', '/location/hud_county_place', '/location/capital_of_administrative_division', '/location/location', '/symbols/name_source', '/location/place_with_neighborhoods', '/film/film_location', '/location/statistical_region', '/location/hud_foreclosure_area', '/location/dated_location', '/sports/sports_team_location', '/travel/travel_destination', '/location/citytown', '/government/governmental_jurisdiction']"", '?a': ""['/media_common/cataloged_instance', '/book/book_edition']""}"
?e  152  ?b  ?a  336  ?e   => ?a  336  ?b,0.705128205,1.0,1.0,165,165,165,?a,29709800 152 29709800 40882484 336 24305 => 40882484 336 24305,?e /location/hud_county_place/place ?b ?a /location/mailing_address/citytown ?e => ?a /location/mailing_address/citytown ?b,Radnor Township /location/hud_county_place/place Radnor Township City House and the Olympic /location/mailing_address/citytown Los Angeles => City House and the Olympic /location/mailing_address/citytown Los Angeles,"{'?e': ""['/location/hud_foreclosure_area', '/fictional_universe/fictional_setting', '/location/location', '/location/citytown', '/film/film_location', '/olympics/olympic_host_city', '/book/book_subject', '/government/governmental_jurisdiction', '/location/administrative_division', '/periodicals/newspaper_circulation_area', '/location/dated_location', '/business/business_location', '/location/hud_county_place', '/location/statistical_region', '/business/employer', '/travel/travel_destination', '/sports/sports_team_location', '/tv/tv_location', '/olympics/olympic_bidding_city', '/location/place_with_neighborhoods', '/organization/organization_scope', '/film/film_subject', '/location/capital_of_administrative_division']"", '?b': ""['/location/hud_foreclosure_area', '/fictional_universe/fictional_setting', '/location/location', '/location/citytown', '/film/film_location', '/olympics/olympic_host_city', '/book/book_subject', '/government/governmental_jurisdiction', '/location/administrative_division', '/periodicals/newspaper_circulation_area', '/location/dated_location', '/business/business_location', '/location/hud_county_place', '/location/statistical_region', '/business/employer', '/travel/travel_destination', '/sports/sports_team_location', '/tv/tv_location', '/olympics/olympic_bidding_city', '/location/place_with_neighborhoods', '/organization/organization_scope', '/film/film_subject', '/location/capital_of_administrative_division']"", '?a': ""['/location/location', '/projects/project_focus']""}"
?e  152  ?b  ?a  355  ?e   => ?a  355  ?b,0.338007968,1.0,1.0,4242,4242,4242,?b,29709800 152 29709800 42258143 355 33797964 => 42258143 355 33797964,?e /location/hud_county_place/place ?b ?a /transportation/road/major_cities ?e => ?a /transportation/road/major_cities ?b,Radnor Township /location/hud_county_place/place Radnor Township South Dakota Highway 28 /transportation/road/major_cities Toronto => South Dakota Highway 28 /transportation/road/major_cities Toronto,"{'?e': ""['/location/hud_county_place', '/location/location', '/location/hud_foreclosure_area', '/location/statistical_region', '/location/citytown', '/location/dated_location']"", '?b': ""['/location/hud_county_place', '/location/location', '/location/hud_foreclosure_area', '/location/statistical_region', '/location/citytown', '/location/dated_location']"", '?a': ""['/location/location', '/transportation/road']""}"
?e  152  ?b  ?a  356  ?e   => ?a  356  ?b,0.66746872,1.0,1.0,1387,1387,1387,?a,29709800 152 29709800 26762231 356 105622 => 26762231 356 105622,?e /location/hud_county_place/place ?b ?a /education/school_district/locations_served ?e => ?a /education/school_district/locations_served ?b,Radnor Township /location/hud_county_place/place Radnor Township Estem High Charter /education/school_district/locations_served Little Rock => Estem High Charter /education/school_district/locations_served Little Rock,"{'?e': ""['/sports/sports_team_location', '/location/location', '/location/dated_location', '/location/place_with_neighborhoods', '/government/governmental_jurisdiction', '/periodicals/newspaper_circulation_area', '/location/citytown', '/location/hud_county_place', '/travel/travel_destination', '/film/film_location', '/location/hud_foreclosure_area', '/location/capital_of_administrative_division', '/location/statistical_region']"", '?b': ""['/sports/sports_team_location', '/location/location', '/location/dated_location', '/location/place_with_neighborhoods', '/government/governmental_jurisdiction', '/periodicals/newspaper_circulation_area', '/location/citytown', '/location/hud_county_place', '/travel/travel_destination', '/film/film_location', '/location/hud_foreclosure_area', '/location/capital_of_administrative_division', '/location/statistical_region']"", '?a': ""['/organization/organization', '/location/location', '/education/school_district']""}"
?e  442  ?a  ?e  443  ?b   => ?a  443  ?b,0.351199929,1.0,1.0,7961,7961,7961,?a,35964441 442 1183197 36291077 443 114290 => 36291077 443 114290,?e /biology/gene_ontology_group/broader_group ?a ?e /biology/gene_ontology_group/data_source ?b => ?a /biology/gene_ontology_group/data_source ?b,peptidyl-serine ADP-ribosylation /biology/gene_ontology_group/broader_group peptidyl-serine modification negative regulation of cell projection organization and biogenesis /biology/gene_ontology_group/data_source 114290 => negative regulation of cell projection organization and biogenesis /biology/gene_ontology_group/data_source 114290,"{'?e': ""['/biology/gene_ontology_group', '/biology/gene_group']"", '?a': ""['/biology/gene_ontology_group', '/biology/gene_group']""}"
?e  442  ?a  ?e  444  ?b   => ?a  444  ?b,0.351199929,1.0,1.0,7961,7961,7961,?a,35964441 442 1183197 25981175 444 114298 => 12859453 444 114294,?e /biology/gene_ontology_group/broader_group ?a ?e /biology/gene_ontology_group/group_type ?b => ?a /biology/gene_ontology_group/group_type ?b,peptidyl-serine ADP-ribosylation /biology/gene_ontology_group/broader_group peptidyl-serine modification heparan sulfate proteoglycan binding /biology/gene_ontology_group/group_type Molecular function => GDP-L-fucose biosynthetic process /biology/gene_ontology_group/group_type Biological process,"{'?e': ""['/biology/gene_ontology_group', '/biology/gene_group']"", '?a': ""['/biology/gene_group', '/biology/gene_ontology_group']"", '?b': ""['/biology/gene_ontology_group_type']""}"
?e  825  ?a  ?e  826  ?b   => ?a  322  ?b,0.999152391,1.0,1.0,22397,22397,22397,?b,37947916 825 35016847 17034789 826 17034796 => 331572 322 7776425,?e /medicine/routed_drug/routed_drug_of ?a ?e /medicine/routed_drug/marketed_formulations ?b => ?a /medicine/drug/marketed_formulations ?b,Artemisia Abrotanum Flowering Top/Semecarpus Anacardium Juice/Arsenic Trioxide/Barium Cation/Helleborus Niger Root/Strychnos Ignatii Seed/Lycopodium Clavatum Spore/Niacinamide/Claviceps Purpurea Sclerotium/Sus Scrofa Thymus/Thyroid\ Porcine/Oyster Shell Calcium Carbonate\ Crude/Silicon Dioxide/Gonadotrophin\ Chorionic/Calcium Cation Homeopathic Preparation Oral /medicine/routed_drug/routed_drug_of Artemisia abrotanum flowering top/Semecarpus anacardium juice/Arsenic trioxide/Barium cation/Helleborus niger root/Strychnos ignatii seed/Lycopodium clavatum spore/Niacinamide/Claviceps purpurea sclerotium/Sus scrofa thymus/Thyroid\ porcine/Oyster shell calcium carbonate\ crude/Silicon dioxide/Gonadotrophin\ chorionic/Calcium cation homeopathic preparation Lolium Perenne Pollen Extract Subcutaneous /medicine/routed_drug/marketed_formulations Standardized perennial rye grass pollen 10000 injectable solution => Diphenhydramine /medicine/drug/marketed_formulations Diphenhydramine hydrochloride 50 injection,"{'?e': ""['/medicine/routed_drug', '/medicine/condition_prevention_factors', '/medicine/medical_treatment']"", '?a': ""['/medicine/medical_treatment', '/chemistry/chemical_compound', '/medicine/drug', '/medicine/drug_ingredient']"", '?b': ""['/medicine/drug_formulation']""}"
