id,rule,Instances
464,?a 15 ?b => ?a 4 ?b,20084 15 19325 => 20084 4 19325
465,?a 14 ?b => ?a 4 ?b,<NA>
466,?a 18 ?b => ?a 4 ?b,<NA>
467,?a 12 ?b => ?a 4 ?b,20555 12 19354 => 20555 4 19354
468,?a 2 ?b => ?a 4 ?b,<NA>
469,?a 3 ?b => ?a 4 ?b,<NA>
470,?a 39 ?b => ?a 4 ?b,<NA>
471,?a 17 ?b => ?a 4 ?b,19197 17 20503 => 19197 4 20503
472,?a 8 ?b => ?a 4 ?b,19143 8 18927 => 19143 4 18927
473,?b 17 ?a => ?a 17 ?b,19197 17 20503 => 20503 17 19197
474,?b 30 ?a => ?a 17 ?b,<NA>
475,?b 26 ?a => ?a 17 ?b,18946 26 20515 => 20515 17 18946
476,?b 34 ?a => ?a 17 ?b,20507 34 20505 => 20505 17 20507
477,?b 29 ?a => ?a 17 ?b,19261 29 20072 => 20072 17 19261
478,?b 15 ?a => ?a 17 ?b,<NA>
479,?b 37 ?a => ?a 17 ?b,19252 37 19383 => 19383 17 19252
480,?b 3 ?a => ?a 17 ?b,<NA>
481,?b 18 ?a => ?a 17 ?b,20412 18 18864 => 18864 17 20412
482,?b 10 ?a => ?a 17 ?b,19237 10 20532 => 20532 17 19237
483,?b 20 ?a => ?a 17 ?b,19084 20 20047 => 20047 17 19084
484,?b 39 ?a => ?a 17 ?b,19383 39 20585 => 20585 17 19383
485,?b 6 ?a => ?a 17 ?b,<NA>
486,?b 13 ?a => ?a 17 ?b,<NA>
487,?b 19 ?a => ?a 17 ?b,<NA>
488,?b 22 ?a => ?a 17 ?b,<NA>
489,?b 36 ?a => ?a 17 ?b,<NA>
490,?b 14 ?a => ?a 17 ?b,<NA>
491,?b 32 ?a => ?a 17 ?b,<NA>
492,?b 2 ?a => ?a 17 ?b,20015 2 19231 => 19231 17 20015
493,?b 38 ?a => ?a 17 ?b,<NA>
494,?b 23 ?a => ?a 17 ?b,19594 23 19383 => 19383 17 19594
495,?b 28 ?a => ?a 17 ?b,19553 28 20510 => 20510 17 19553
496,?b 25 ?a => ?a 17 ?b,<NA>
497,?b 12 ?a => ?a 17 ?b,<NA>
498,?b 11 ?a => ?a 17 ?b,19610 11 20501 => 20501 17 19610
499,?b 4 ?a => ?a 17 ?b,20562 4 20062 => 20062 17 20562
500,?b 31 ?a => ?a 17 ?b,<NA>
501,?b 5 ?a => ?a 17 ?b,<NA>
502,?a 26 ?b => ?a 17 ?b,18946 26 20515 => 18946 17 20515
503,?b 33 ?a => ?a 17 ?b,<NA>
504,?b 8 ?a => ?a 17 ?b,19143 8 18927 => 18927 17 19143
505,?a 32 ?b => ?a 17 ?b,<NA>
506,?a 36 ?b => ?a 17 ?b,<NA>
507,?a 34 ?b => ?a 17 ?b,20507 34 20505 => 20507 17 20505
508,?a 37 ?b => ?a 17 ?b,19252 37 19383 => 19252 17 19383
509,?a 15 ?b => ?a 17 ?b,<NA>
510,?a 20 ?b => ?a 17 ?b,19084 20 20047 => 19084 17 20047
511,?a 23 ?b => ?a 17 ?b,19594 23 19383 => 19594 17 19383
512,?a 29 ?b => ?a 17 ?b,19261 29 20072 => 19261 17 20072
513,?a 13 ?b => ?a 17 ?b,<NA>
514,?a 31 ?b => ?a 17 ?b,<NA>
515,?a 30 ?b => ?a 17 ?b,<NA>
516,?a 25 ?b => ?a 17 ?b,<NA>
517,?a 3 ?b => ?a 17 ?b,<NA>
518,?a 39 ?b => ?a 17 ?b,19383 39 20585 => 19383 17 20585
519,?a 6 ?b => ?a 17 ?b,<NA>
520,?a 10 ?b => ?a 17 ?b,19237 10 20532 => 19237 17 20532
521,?a 8 ?b => ?a 17 ?b,19143 8 18927 => 19143 17 18927
522,?a 22 ?b => ?a 17 ?b,<NA>
523,?a 2 ?b => ?a 17 ?b,20015 2 19231 => 20015 17 19231
524,?a 11 ?b => ?a 17 ?b,19610 11 20501 => 19610 17 20501
525,?a 12 ?b => ?a 17 ?b,<NA>
526,?a 4 ?b => ?a 17 ?b,20562 4 20062 => 20562 17 20062
527,?a 28 ?b => ?a 17 ?b,19553 28 20510 => 19553 17 20510
528,?a 14 ?b => ?a 17 ?b,<NA>
529,?a 33 ?b => ?a 17 ?b,<NA>
530,?a 19 ?b => ?a 17 ?b,<NA>
531,?a 18 ?b => ?a 17 ?b,20412 18 18864 => 20412 17 18864
532,?a 38 ?b => ?a 17 ?b,<NA>
533,?a 5 ?b => ?a 17 ?b,<NA>
534,?b 8 ?a => ?a 8 ?b,19143 8 18927 => 18927 8 19143
535,?b 36 ?a => ?a 8 ?b,<NA>
536,?b 17 ?a => ?a 8 ?b,<NA>
537,?b 26 ?a => ?a 8 ?b,18946 26 20515 => 20515 8 18946
538,?b 20 ?a => ?a 8 ?b,19084 20 20047 => 20047 8 19084
539,?b 3 ?a => ?a 8 ?b,<NA>
540,?b 18 ?a => ?a 8 ?b,20412 18 18864 => 18864 8 20412
541,?b 13 ?a => ?a 8 ?b,<NA>
542,?b 5 ?a => ?a 8 ?b,<NA>
543,?b 25 ?a => ?a 8 ?b,<NA>
544,?b 37 ?a => ?a 8 ?b,19252 37 19383 => 19383 8 19252
545,?b 34 ?a => ?a 8 ?b,20507 34 20505 => 20505 8 20507
546,?b 29 ?a => ?a 8 ?b,19261 29 20072 => 20072 8 19261
547,?b 39 ?a => ?a 8 ?b,19383 39 20585 => 20585 8 19383
548,?b 32 ?a => ?a 8 ?b,<NA>
549,?b 38 ?a => ?a 8 ?b,<NA>
550,?b 6 ?a => ?a 8 ?b,<NA>
551,?b 23 ?a => ?a 8 ?b,19594 23 19383 => 19383 8 19594
552,?b 22 ?a => ?a 8 ?b,19419 22 20072 => 20072 8 19419
553,?b 14 ?a => ?a 8 ?b,<NA>
554,?b 27 ?a => ?a 8 ?b,20568 27 20562 => 20562 8 20568
555,?b 11 ?a => ?a 8 ?b,<NA>
556,?b 19 ?a => ?a 8 ?b,<NA>
557,?b 4 ?a => ?a 8 ?b,<NA>
558,?b 12 ?a => ?a 8 ?b,<NA>
559,?b 28 ?a => ?a 8 ?b,<NA>
560,?b 31 ?a => ?a 8 ?b,<NA>
561,?b 2 ?a => ?a 8 ?b,<NA>
562,?b 33 ?a => ?a 8 ?b,19287 33 19170 => 19170 8 19287
563,?b 30 ?a => ?a 8 ?b,<NA>
564,?b 10 ?a => ?a 8 ?b,<NA>
565,?b 15 ?a => ?a 8 ?b,<NA>
566,?a 27 ?b => ?a 8 ?b,20568 27 20562 => 20568 8 20562
567,?a 25 ?b => ?a 8 ?b,<NA>
568,?a 29 ?b => ?a 8 ?b,19261 29 20072 => 19261 8 20072
569,?a 28 ?b => ?a 8 ?b,<NA>
570,?a 26 ?b => ?a 8 ?b,18946 26 20515 => 18946 8 20515
571,?a 34 ?b => ?a 8 ?b,20507 34 20505 => 20507 8 20505
572,?a 20 ?b => ?a 8 ?b,19084 20 20047 => 19084 8 20047
573,?a 32 ?b => ?a 8 ?b,<NA>
574,?a 3 ?b => ?a 8 ?b,<NA>
575,?a 12 ?b => ?a 8 ?b,<NA>
576,?a 10 ?b => ?a 8 ?b,<NA>
577,?a 39 ?b => ?a 8 ?b,19383 39 20585 => 19383 8 20585
578,?a 33 ?b => ?a 8 ?b,19287 33 19170 => 19287 8 19170
579,?a 17 ?b => ?a 8 ?b,<NA>
580,?a 36 ?b => ?a 8 ?b,<NA>
581,?a 15 ?b => ?a 8 ?b,<NA>
582,?a 19 ?b => ?a 8 ?b,<NA>
583,?a 4 ?b => ?a 8 ?b,<NA>
584,?a 22 ?b => ?a 8 ?b,19419 22 20072 => 19419 8 20072
585,?a 11 ?b => ?a 8 ?b,<NA>
586,?a 14 ?b => ?a 8 ?b,<NA>
587,?a 38 ?b => ?a 8 ?b,<NA>
588,?a 31 ?b => ?a 8 ?b,<NA>
589,?a 6 ?b => ?a 8 ?b,<NA>
590,?a 2 ?b => ?a 8 ?b,<NA>
591,?a 37 ?b => ?a 8 ?b,19252 37 19383 => 19252 8 19383
592,?a 13 ?b => ?a 8 ?b,<NA>
593,?a 30 ?b => ?a 8 ?b,<NA>
594,?a 23 ?b => ?a 8 ?b,19594 23 19383 => 19594 8 19383
595,?a 5 ?b => ?a 8 ?b,<NA>
596,?a 18 ?b => ?a 8 ?b,20412 18 18864 => 20412 8 18864
597,?b 12 ?a => ?a 12 ?b,19547 12 19362 => 19362 12 19547
598,?b 26 ?a => ?a 12 ?b,18946 26 20515 => 20515 12 18946
599,?b 37 ?a => ?a 12 ?b,19252 37 19383 => 19383 12 19252
600,?b 6 ?a => ?a 12 ?b,<NA>
601,?b 29 ?a => ?a 12 ?b,19261 29 20072 => 20072 12 19261
602,?b 30 ?a => ?a 12 ?b,<NA>
603,?b 25 ?a => ?a 12 ?b,19989 25 18930 => 18930 12 19989
604,?b 3 ?a => ?a 12 ?b,<NA>
605,?b 31 ?a => ?a 12 ?b,<NA>
606,?b 32 ?a => ?a 12 ?b,<NA>
607,?b 4 ?a => ?a 12 ?b,20562 4 20062 => 20062 12 20562
608,?b 14 ?a => ?a 12 ?b,18859 14 20271 => 20271 12 18859
609,?b 8 ?a => ?a 12 ?b,19143 8 18927 => 18927 12 19143
610,?b 23 ?a => ?a 12 ?b,<NA>
611,?b 10 ?a => ?a 12 ?b,<NA>
612,?b 34 ?a => ?a 12 ?b,20507 34 20505 => 20505 12 20507
613,?b 22 ?a => ?a 12 ?b,<NA>
614,?b 13 ?a => ?a 12 ?b,19512 13 18927 => 18927 12 19512
615,?b 2 ?a => ?a 12 ?b,<NA>
616,?b 5 ?a => ?a 12 ?b,18944 5 19124 => 19124 12 18944
617,?b 36 ?a => ?a 12 ?b,19095 36 19050 => 19050 12 19095
618,?b 38 ?a => ?a 12 ?b,<NA>
619,?b 11 ?a => ?a 12 ?b,<NA>
620,?b 39 ?a => ?a 12 ?b,<NA>
621,?b 18 ?a => ?a 12 ?b,20412 18 18864 => 18864 12 20412
622,?b 20 ?a => ?a 12 ?b,19084 20 20047 => 20047 12 19084
623,?b 19 ?a => ?a 12 ?b,<NA>
624,?b 17 ?a => ?a 12 ?b,<NA>
625,?b 33 ?a => ?a 12 ?b,<NA>
626,?b 15 ?a => ?a 12 ?b,20084 15 19325 => 19325 12 20084
627,?a 28 ?b => ?a 12 ?b,19553 28 20510 => 19553 12 20510
628,?a 36 ?b => ?a 12 ?b,19095 36 19050 => 19095 12 19050
629,?a 29 ?b => ?a 12 ?b,19261 29 20072 => 19261 12 20072
630,?a 26 ?b => ?a 12 ?b,18946 26 20515 => 18946 12 20515
631,?a 34 ?b => ?a 12 ?b,20507 34 20505 => 20507 12 20505
632,?a 25 ?b => ?a 12 ?b,19989 25 18930 => 19989 12 18930
633,?a 37 ?b => ?a 12 ?b,19252 37 19383 => 19252 12 19383
634,?a 32 ?b => ?a 12 ?b,<NA>
635,?a 20 ?b => ?a 12 ?b,19084 20 20047 => 19084 12 20047
636,?b 28 ?a => ?a 12 ?b,19553 28 20510 => 20510 12 19553
637,?a 33 ?b => ?a 12 ?b,<NA>
638,?a 18 ?b => ?a 12 ?b,20412 18 18864 => 20412 12 18864
639,?a 30 ?b => ?a 12 ?b,<NA>
640,?a 3 ?b => ?a 12 ?b,<NA>
641,?a 5 ?b => ?a 12 ?b,18944 5 19124 => 18944 12 19124
642,?a 17 ?b => ?a 12 ?b,<NA>
643,?a 6 ?b => ?a 12 ?b,<NA>
644,?a 11 ?b => ?a 12 ?b,<NA>
645,?a 8 ?b => ?a 12 ?b,19143 8 18927 => 19143 12 18927
646,?a 2 ?b => ?a 12 ?b,<NA>
647,?a 13 ?b => ?a 12 ?b,19512 13 18927 => 19512 12 18927
648,?a 22 ?b => ?a 12 ?b,<NA>
649,?a 15 ?b => ?a 12 ?b,20084 15 19325 => 20084 12 19325
650,?a 38 ?b => ?a 12 ?b,<NA>
651,?a 4 ?b => ?a 12 ?b,20562 4 20062 => 20562 12 20062
652,?a 31 ?b => ?a 12 ?b,<NA>
653,?a 19 ?b => ?a 12 ?b,<NA>
654,?a 14 ?b => ?a 12 ?b,18859 14 20271 => 18859 12 20271
655,?a 23 ?b => ?a 12 ?b,<NA>
656,?a 10 ?b => ?a 12 ?b,<NA>
657,?a 39 ?b => ?a 12 ?b,<NA>
658,?b 39 ?a => ?a 39 ?b,19383 39 20585 => 20585 39 19383
659,?b 36 ?a => ?a 39 ?b,19095 36 19050 => 19050 39 19095
660,?b 28 ?a => ?a 39 ?b,<NA>
661,?b 33 ?a => ?a 39 ?b,<NA>
662,?b 29 ?a => ?a 39 ?b,19261 29 20072 => 20072 39 19261
663,?b 34 ?a => ?a 39 ?b,<NA>
664,?b 17 ?a => ?a 39 ?b,<NA>
665,?b 8 ?a => ?a 39 ?b,19143 8 18927 => 18927 39 19143
666,?b 13 ?a => ?a 39 ?b,19512 13 18927 => 18927 39 19512
667,?b 15 ?a => ?a 39 ?b,20084 15 19325 => 19325 39 20084
668,?b 25 ?a => ?a 39 ?b,<NA>
669,?b 11 ?a => ?a 39 ?b,<NA>
670,?b 31 ?a => ?a 39 ?b,<NA>
671,?b 23 ?a => ?a 39 ?b,19594 23 19383 => 19383 39 19594
672,?b 14 ?a => ?a 39 ?b,<NA>
673,?b 19 ?a => ?a 39 ?b,<NA>
674,?b 26 ?a => ?a 39 ?b,18946 26 20515 => 20515 39 18946
675,?b 6 ?a => ?a 39 ?b,<NA>
676,?b 20 ?a => ?a 39 ?b,19084 20 20047 => 20047 39 19084
677,?b 22 ?a => ?a 39 ?b,<NA>
678,?b 21 ?a => ?a 39 ?b,<NA>
679,?b 2 ?a => ?a 39 ?b,<NA>
680,?b 5 ?a => ?a 39 ?b,18944 5 19124 => 19124 39 18944
681,?b 38 ?a => ?a 39 ?b,<NA>
682,?b 37 ?a => ?a 39 ?b,19252 37 19383 => 19383 39 19252
683,?b 32 ?a => ?a 39 ?b,<NA>
684,?b 10 ?a => ?a 39 ?b,<NA>
685,?b 30 ?a => ?a 39 ?b,20015 30 19196 => 19196 39 20015
686,?b 3 ?a => ?a 39 ?b,19001 3 19325 => 19325 39 19001
687,?b 18 ?a => ?a 39 ?b,20412 18 18864 => 18864 39 20412
688,?b 4 ?a => ?a 39 ?b,<NA>
689,?b 12 ?a => ?a 39 ?b,<NA>
690,?a 21 ?b => ?a 39 ?b,<NA>
691,?a 26 ?b => ?a 39 ?b,18946 26 20515 => 18946 39 20515
692,?a 36 ?b => ?a 39 ?b,19095 36 19050 => 19095 39 19050
693,?a 32 ?b => ?a 39 ?b,<NA>
694,?a 25 ?b => ?a 39 ?b,<NA>
695,?a 29 ?b => ?a 39 ?b,19261 29 20072 => 19261 39 20072
696,?a 28 ?b => ?a 39 ?b,<NA>
697,?a 33 ?b => ?a 39 ?b,<NA>
698,?a 4 ?b => ?a 39 ?b,<NA>
699,?a 6 ?b => ?a 39 ?b,<NA>
700,?a 13 ?b => ?a 39 ?b,19512 13 18927 => 19512 39 18927
701,?a 18 ?b => ?a 39 ?b,20412 18 18864 => 20412 39 18864
702,?a 34 ?b => ?a 39 ?b,<NA>
703,?a 2 ?b => ?a 39 ?b,<NA>
704,?a 22 ?b => ?a 39 ?b,<NA>
705,?a 11 ?b => ?a 39 ?b,<NA>
706,?a 14 ?b => ?a 39 ?b,<NA>
707,?a 38 ?b => ?a 39 ?b,<NA>
708,?a 23 ?b => ?a 39 ?b,19594 23 19383 => 19594 39 19383
709,?a 17 ?b => ?a 39 ?b,<NA>
710,?a 8 ?b => ?a 39 ?b,19143 8 18927 => 19143 39 18927
711,?a 15 ?b => ?a 39 ?b,20084 15 19325 => 20084 39 19325
712,?a 37 ?b => ?a 39 ?b,19252 37 19383 => 19252 39 19383
713,?a 31 ?b => ?a 39 ?b,<NA>
714,?a 20 ?b => ?a 39 ?b,19084 20 20047 => 19084 39 20047
715,?a 12 ?b => ?a 39 ?b,<NA>
716,?a 19 ?b => ?a 39 ?b,<NA>
717,?a 5 ?b => ?a 39 ?b,18944 5 19124 => 18944 39 19124
718,?a 10 ?b => ?a 39 ?b,<NA>
719,?a 30 ?b => ?a 39 ?b,20015 30 19196 => 20015 39 19196
720,?a 3 ?b => ?a 39 ?b,19001 3 19325 => 19001 39 19325
721,?b 18 ?a => ?a 18 ?b,20412 18 18864 => 18864 18 20412
722,?b 3 ?a => ?a 18 ?b,<NA>
723,?b 6 ?a => ?a 18 ?b,<NA>
724,?b 28 ?a => ?a 18 ?b,19553 28 20510 => 20510 18 19553
725,?b 30 ?a => ?a 18 ?b,20015 30 19196 => 19196 18 20015
726,?b 23 ?a => ?a 18 ?b,<NA>
727,?b 4 ?a => ?a 18 ?b,20562 4 20062 => 20062 18 20562
728,?b 19 ?a => ?a 18 ?b,<NA>
729,?b 13 ?a => ?a 18 ?b,19512 13 18927 => 18927 18 19512
730,?b 37 ?a => ?a 18 ?b,19252 37 19383 => 19383 18 19252
731,?b 14 ?a => ?a 18 ?b,18859 14 20271 => 20271 18 18859
732,?b 20 ?a => ?a 18 ?b,<NA>
733,?b 15 ?a => ?a 18 ?b,20084 15 19325 => 19325 18 20084
734,?b 31 ?a => ?a 18 ?b,<NA>
735,?b 26 ?a => ?a 18 ?b,18946 26 20515 => 20515 18 18946
736,?b 38 ?a => ?a 18 ?b,<NA>
737,?b 22 ?a => ?a 18 ?b,19419 22 20072 => 20072 18 19419
738,?b 32 ?a => ?a 18 ?b,<NA>
739,?b 39 ?a => ?a 18 ?b,<NA>
740,?b 34 ?a => ?a 18 ?b,20507 34 20505 => 20505 18 20507
741,?b 11 ?a => ?a 18 ?b,19610 11 20501 => 20501 18 19610
742,?b 25 ?a => ?a 18 ?b,<NA>
743,?b 5 ?a => ?a 18 ?b,<NA>
744,?b 2 ?a => ?a 18 ?b,<NA>
745,?b 36 ?a => ?a 18 ?b,<NA>
746,?b 12 ?a => ?a 18 ?b,<NA>
747,?b 17 ?a => ?a 18 ?b,19197 17 20503 => 20503 18 19197
748,?b 8 ?a => ?a 18 ?b,<NA>
749,?b 33 ?a => ?a 18 ?b,<NA>
750,?b 29 ?a => ?a 18 ?b,<NA>
751,?b 10 ?a => ?a 18 ?b,<NA>
752,?a 36 ?b => ?a 18 ?b,<NA>
753,?a 37 ?b => ?a 18 ?b,19252 37 19383 => 19252 18 19383
754,?a 26 ?b => ?a 18 ?b,18946 26 20515 => 18946 18 20515
755,?a 15 ?b => ?a 18 ?b,20084 15 19325 => 20084 18 19325
756,?a 20 ?b => ?a 18 ?b,<NA>
757,?a 10 ?b => ?a 18 ?b,<NA>
758,?a 29 ?b => ?a 18 ?b,<NA>
759,?a 30 ?b => ?a 18 ?b,20015 30 19196 => 20015 18 19196
760,?a 32 ?b => ?a 18 ?b,<NA>
761,?a 28 ?b => ?a 18 ?b,19553 28 20510 => 19553 18 20510
762,?a 39 ?b => ?a 18 ?b,<NA>
763,?a 25 ?b => ?a 18 ?b,<NA>
764,?a 8 ?b => ?a 18 ?b,<NA>
765,?a 17 ?b => ?a 18 ?b,19197 17 20503 => 19197 18 20503
766,?a 6 ?b => ?a 18 ?b,<NA>
767,?a 22 ?b => ?a 18 ?b,19419 22 20072 => 19419 18 20072
768,?a 3 ?b => ?a 18 ?b,<NA>
769,?a 13 ?b => ?a 18 ?b,19512 13 18927 => 19512 18 18927
770,?a 33 ?b => ?a 18 ?b,<NA>
771,?a 2 ?b => ?a 18 ?b,<NA>
772,?a 34 ?b => ?a 18 ?b,20507 34 20505 => 20507 18 20505
773,?a 23 ?b => ?a 18 ?b,<NA>
774,?a 38 ?b => ?a 18 ?b,<NA>
775,?a 19 ?b => ?a 18 ?b,<NA>
776,?a 14 ?b => ?a 18 ?b,18859 14 20271 => 18859 18 20271
777,?a 31 ?b => ?a 18 ?b,<NA>
778,?a 11 ?b => ?a 18 ?b,19610 11 20501 => 19610 18 20501
779,?a 5 ?b => ?a 18 ?b,<NA>
780,?a 4 ?b => ?a 18 ?b,20562 4 20062 => 20562 18 20062
781,?a 12 ?b => ?a 18 ?b,<NA>
782,?b 44 ?a => ?a 44 ?b,10243 44 3217 => 3217 44 10243
783,?b 47 ?a => ?a 44 ?b,<NA>
784,?a 47 ?b => ?a 44 ?b,<NA>
785,?b 48 ?a => ?a 44 ?b,29924 48 11121 => 11121 44 29924
786,?b 49 ?a => ?a 44 ?b,<NA>
787,?a 49 ?b => ?a 44 ?b,<NA>
788,?b 11 ?a => ?a 11 ?b,19610 11 20501 => 20501 11 19610
789,?a 48 ?b => ?a 44 ?b,29924 48 11121 => 29924 44 11121
790,?b 26 ?a => ?a 11 ?b,18946 26 20515 => 20515 11 18946
791,?b 32 ?a => ?a 11 ?b,<NA>
792,?b 28 ?a => ?a 11 ?b,<NA>
793,?b 36 ?a => ?a 11 ?b,19095 36 19050 => 19050 11 19095
794,?b 29 ?a => ?a 11 ?b,19261 29 20072 => 20072 11 19261
795,?b 25 ?a => ?a 11 ?b,<NA>
796,?b 39 ?a => ?a 11 ?b,19383 39 20585 => 20585 11 19383
797,?b 18 ?a => ?a 11 ?b,20412 18 18864 => 18864 11 20412
798,?b 5 ?a => ?a 11 ?b,<NA>
799,?b 30 ?a => ?a 11 ?b,20015 30 19196 => 19196 11 20015
800,?b 17 ?a => ?a 11 ?b,19197 17 20503 => 20503 11 19197
801,?b 8 ?a => ?a 11 ?b,19143 8 18927 => 18927 11 19143
802,?b 34 ?a => ?a 11 ?b,20507 34 20505 => 20505 11 20507
803,?a 32 ?b => ?a 11 ?b,<NA>
804,?a 25 ?b => ?a 11 ?b,<NA>
805,?b 2 ?a => ?a 11 ?b,20015 2 19231 => 19231 11 20015
806,?b 6 ?a => ?a 11 ?b,<NA>
807,?a 29 ?b => ?a 11 ?b,19261 29 20072 => 19261 11 20072
808,?b 15 ?a => ?a 11 ?b,20084 15 19325 => 19325 11 20084
809,?b 19 ?a => ?a 11 ?b,19509 19 19093 => 19093 11 19509
810,?a 34 ?b => ?a 11 ?b,20507 34 20505 => 20507 11 20505
811,?a 26 ?b => ?a 11 ?b,18946 26 20515 => 18946 11 20515
812,?b 37 ?a => ?a 11 ?b,19252 37 19383 => 19383 11 19252
813,?b 31 ?a => ?a 11 ?b,19287 31 20599 => 20599 11 19287
814,?b 13 ?a => ?a 11 ?b,19512 13 18927 => 18927 11 19512
815,?b 3 ?a => ?a 11 ?b,19001 3 19325 => 19325 11 19001
816,?b 14 ?a => ?a 11 ?b,<NA>
817,?b 38 ?a => ?a 11 ?b,<NA>
818,?a 15 ?b => ?a 11 ?b,20084 15 19325 => 20084 11 19325
819,?b 20 ?a => ?a 11 ?b,19084 20 20047 => 20047 11 19084
820,?b 12 ?a => ?a 11 ?b,19547 12 19362 => 19362 11 19547
821,?a 28 ?b => ?a 11 ?b,<NA>
822,?a 3 ?b => ?a 11 ?b,19001 3 19325 => 19001 11 19325
823,?b 23 ?a => ?a 11 ?b,<NA>
824,?a 30 ?b => ?a 11 ?b,20015 30 19196 => 20015 11 19196
825,?b 4 ?a => ?a 11 ?b,20562 4 20062 => 20062 11 20562
826,?b 33 ?a => ?a 11 ?b,19287 33 19170 => 19170 11 19287
827,?a 10 ?b => ?a 11 ?b,19237 10 20532 => 19237 11 20532
828,?b 22 ?a => ?a 11 ?b,19419 22 20072 => 20072 11 19419
829,?a 36 ?b => ?a 11 ?b,19095 36 19050 => 19095 11 19050
830,?b 10 ?a => ?a 11 ?b,19237 10 20532 => 20532 11 19237
831,?a 39 ?b => ?a 11 ?b,19383 39 20585 => 19383 11 20585
832,?a 18 ?b => ?a 11 ?b,20412 18 18864 => 20412 11 18864
833,?a 5 ?b => ?a 11 ?b,<NA>
834,?a 8 ?b => ?a 11 ?b,19143 8 18927 => 19143 11 18927
835,?a 23 ?b => ?a 11 ?b,<NA>
836,?a 17 ?b => ?a 11 ?b,19197 17 20503 => 19197 11 20503
837,?a 6 ?b => ?a 11 ?b,<NA>
838,?a 31 ?b => ?a 11 ?b,19287 31 20599 => 19287 11 20599
839,?a 37 ?b => ?a 11 ?b,19252 37 19383 => 19252 11 19383
840,?a 20 ?b => ?a 11 ?b,19084 20 20047 => 19084 11 20047
841,?a 13 ?b => ?a 11 ?b,19512 13 18927 => 19512 11 18927
842,?a 2 ?b => ?a 11 ?b,20015 2 19231 => 20015 11 19231
843,?a 14 ?b => ?a 11 ?b,<NA>
844,?a 12 ?b => ?a 11 ?b,19547 12 19362 => 19547 11 19362
845,?a 33 ?b => ?a 11 ?b,19287 33 19170 => 19287 11 19170
846,?a 22 ?b => ?a 11 ?b,19419 22 20072 => 19419 11 20072
847,?a 19 ?b => ?a 11 ?b,19509 19 19093 => 19509 11 19093
848,?a 4 ?b => ?a 11 ?b,20562 4 20062 => 20562 11 20062
849,?a 38 ?b => ?a 11 ?b,<NA>
850,?b 5 ?a => ?a 5 ?b,18944 5 19124 => 19124 5 18944
851,?b 28 ?a => ?a 5 ?b,19553 28 20510 => 20510 5 19553
852,?b 18 ?a => ?a 5 ?b,<NA>
853,?b 10 ?a => ?a 5 ?b,<NA>
854,?b 32 ?a => ?a 5 ?b,20547 32 20499 => 20499 5 20547
855,?b 39 ?a => ?a 5 ?b,19383 39 20585 => 20585 5 19383
856,?b 6 ?a => ?a 5 ?b,<NA>
857,?b 31 ?a => ?a 5 ?b,<NA>
858,?b 3 ?a => ?a 5 ?b,<NA>
859,?b 26 ?a => ?a 5 ?b,18946 26 20515 => 20515 5 18946
860,?b 36 ?a => ?a 5 ?b,<NA>
861,?b 19 ?a => ?a 5 ?b,19509 19 19093 => 19093 5 19509
862,?b 22 ?a => ?a 5 ?b,19419 22 20072 => 20072 5 19419
863,?b 23 ?a => ?a 5 ?b,19594 23 19383 => 19383 5 19594
864,?b 14 ?a => ?a 5 ?b,18859 14 20271 => 20271 5 18859
865,?b 13 ?a => ?a 5 ?b,<NA>
866,?b 38 ?a => ?a 5 ?b,<NA>
867,?b 11 ?a => ?a 5 ?b,19610 11 20501 => 20501 5 19610
868,?b 29 ?a => ?a 5 ?b,19261 29 20072 => 20072 5 19261
869,?b 25 ?a => ?a 5 ?b,<NA>
870,?b 2 ?a => ?a 5 ?b,20015 2 19231 => 19231 5 20015
871,?b 37 ?a => ?a 5 ?b,19252 37 19383 => 19383 5 19252
872,?b 12 ?a => ?a 5 ?b,<NA>
873,?b 20 ?a => ?a 5 ?b,19084 20 20047 => 20047 5 19084
874,?b 15 ?a => ?a 5 ?b,20084 15 19325 => 19325 5 20084
875,?b 34 ?a => ?a 5 ?b,20507 34 20505 => 20505 5 20507
876,?b 4 ?a => ?a 5 ?b,20562 4 20062 => 20062 5 20562
877,?b 30 ?a => ?a 5 ?b,20015 30 19196 => 19196 5 20015
878,?b 8 ?a => ?a 5 ?b,<NA>
879,?b 17 ?a => ?a 5 ?b,19197 17 20503 => 20503 5 19197
880,?b 33 ?a => ?a 5 ?b,19287 33 19170 => 19170 5 19287
881,?a 34 ?b => ?a 5 ?b,20507 34 20505 => 20507 5 20505
882,?a 37 ?b => ?a 5 ?b,19252 37 19383 => 19252 5 19383
883,?a 26 ?b => ?a 5 ?b,18946 26 20515 => 18946 5 20515
884,?a 20 ?b => ?a 5 ?b,19084 20 20047 => 19084 5 20047
885,?a 32 ?b => ?a 5 ?b,20547 32 20499 => 20547 5 20499
886,?a 10 ?b => ?a 5 ?b,<NA>
887,?a 30 ?b => ?a 5 ?b,20015 30 19196 => 20015 5 19196
888,?a 29 ?b => ?a 5 ?b,19261 29 20072 => 19261 5 20072
889,?a 15 ?b => ?a 5 ?b,20084 15 19325 => 20084 5 19325
890,?a 25 ?b => ?a 5 ?b,<NA>
891,?a 36 ?b => ?a 5 ?b,<NA>
892,?a 13 ?b => ?a 5 ?b,<NA>
893,?a 28 ?b => ?a 5 ?b,19553 28 20510 => 19553 5 20510
